script,writer_id,writer_key,image_path,file_name,is_genuine,sample_index,split
hindi,1,hindi_001,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/1/H-S-1-F-04.tif,H-S-1-F-04.tif,0,4,test
hindi,1,hindi_001,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/1/H-S-1-F-05.tif,H-S-1-F-05.tif,0,5,test
hindi,1,hindi_001,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/1/H-S-1-F-06.tif,H-S-1-F-06.tif,0,6,test
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-G-01.tif,B-S-2-G-01.tif,1,1,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-G-02.tif,B-S-2-G-02.tif,1,2,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-G-03.tif,B-S-2-G-03.tif,1,3,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-G-04.tif,B-S-2-G-04.tif,1,4,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-G-05.tif,B-S-2-G-05.tif,1,5,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-G-06.tif,B-S-2-G-06.tif,1,6,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-F-01.tif,B-S-2-F-01.tif,0,1,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-F-02.tif,B-S-2-F-02.tif,0,2,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-F-03.tif,B-S-2-F-03.tif,0,3,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-F-04.tif,B-S-2-F-04.tif,0,4,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-F-05.tif,B-S-2-F-05.tif,0,5,train
bengali,2,bengali_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/2/B-S-2-F-06.tif,B-S-2-F-06.tif,0,6,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-G-01.tif,B-S-3-G-01.tif,1,1,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-G-02.tif,B-S-3-G-02.tif,1,2,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-G-03.tif,B-S-3-G-03.tif,1,3,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-G-04.tif,B-S-3-G-04.tif,1,4,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-G-05.tif,B-S-3-G-05.tif,1,5,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-G-06.tif,B-S-3-G-06.tif,1,6,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-F-01.tif,B-S-3-F-01.tif,0,1,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-F-02.tif,B-S-3-F-02.tif,0,2,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-F-03.tif,B-S-3-F-03.tif,0,3,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-F-04.tif,B-S-3-F-04.tif,0,4,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-F-05.tif,B-S-3-F-05.tif,0,5,train
bengali,3,bengali_003,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/3/B-S-3-F-06.tif,B-S-3-F-06.tif,0,6,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-G-01.tif,B-S-4-G-01.tif,1,1,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-G-02.tif,B-S-4-G-02.tif,1,2,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-G-03.tif,B-S-4-G-03.tif,1,3,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-G-04.tif,B-S-4-G-04.tif,1,4,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-G-05.tif,B-S-4-G-05.tif,1,5,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-G-06.tif,B-S-4-G-06.tif,1,6,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-F-01.tif,B-S-4-F-01.tif,0,1,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-F-02.tif,B-S-4-F-02.tif,0,2,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-F-03.tif,B-S-4-F-03.tif,0,3,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-F-04.tif,B-S-4-F-04.tif,0,4,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-F-05.tif,B-S-4-F-05.tif,0,5,train
bengali,4,bengali_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Bengali/BHSig260-Bengali/4/B-S-4-F-06.tif,B-S-4-F-06.tif,0,6,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-G-01.tif,H-S-2-G-01.tif,1,1,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-G-02.tif,H-S-2-G-02.tif,1,2,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-G-03.tif,H-S-2-G-03.tif,1,3,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-G-04.tif,H-S-2-G-04.tif,1,4,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-G-05.tif,H-S-2-G-05.tif,1,5,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-G-06.tif,H-S-2-G-06.tif,1,6,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-F-01.tif,H-S-2-F-01.tif,0,1,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-F-02.tif,H-S-2-F-02.tif,0,2,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-F-03.tif,H-S-2-F-03.tif,0,3,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-F-04.tif,H-S-2-F-04.tif,0,4,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-F-05.tif,H-S-2-F-05.tif,0,5,train
hindi,2,hindi_002,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/2/H-S-2-F-06.tif,H-S-2-F-06.tif,0,6,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-G-01.tif,H-S-4-G-01.tif,1,1,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-G-02.tif,H-S-4-G-02.tif,1,2,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-G-03.tif,H-S-4-G-03.tif,1,3,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-G-04.tif,H-S-4-G-04.tif,1,4,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-G-05.tif,H-S-4-G-05.tif,1,5,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-G-06.tif,H-S-4-G-06.tif,1,6,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-F-01.tif,H-S-4-F-01.tif,0,1,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-F-02.tif,H-S-4-F-02.tif,0,2,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-F-03.tif,H-S-4-F-03.tif,0,3,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-F-04.tif,H-S-4-F-04.tif,0,4,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-F-05.tif,H-S-4-F-05.tif,0,5,train
hindi,4,hindi_004,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/4/H-S-4-F-06.tif,H-S-4-F-06.tif,0,6,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-G-01.tif,H-S-5-G-01.tif,1,1,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-G-02.tif,H-S-5-G-02.tif,1,2,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-G-03.tif,H-S-5-G-03.tif,1,3,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-G-04.tif,H-S-5-G-04.tif,1,4,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-G-05.tif,H-S-5-G-05.tif,1,5,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-G-06.tif,H-S-5-G-06.tif,1,6,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-F-01.tif,H-S-5-F-01.tif,0,1,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-F-02.tif,H-S-5-F-02.tif,0,2,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-F-03.tif,H-S-5-F-03.tif,0,3,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-F-04.tif,H-S-5-F-04.tif,0,4,train
hindi,5,hindi_005,/Users/shuvashishmondal/Library/CloudStorage/GoogleDrive-smondal@nd.edu/My Drive/1. ND/1. PhD courses/Spring 26/Project/cedar-bhsig260/BHSig260-Hindi/BHSig260-Hindi/5/H-S-5-F-05.tif,H-S-5-F-05.tif,0,5,train
